Date,66
2020-01-01,66.25
2020-01-02,68.6
2020-01-03,68.6
2020-01-04,68.6
2020-01-05,68.91
2020-01-06,68.27
2020-01-07,65.44
2020-01-08,65.37
2020-01-09,64.98
2020-01-10,64.98
2020-01-11,64.98
2020-01-12,64.2
2020-01-13,64.49
2020-01-14,64.0
2020-01-15,64.62
2020-01-16,64.85
2020-01-17,64.85
2020-01-18,64.85
2020-01-19,65.2
2020-01-20,64.59
2020-01-21,63.21
2020-01-22,62.04
2020-01-23,60.69
2020-01-24,60.69
2020-01-25,60.69
2020-01-26,59.32
2020-01-27,59.51
2020-01-28,59.81
2020-01-29,58.29
2020-01-30,58.16
2020-01-31,58.16
2020-02-01,58.16
2020-02-02,54.45
2020-02-03,53.96
2020-02-04,55.28
2020-02-05,54.93
2020-02-06,54.47
2020-02-07,54.47
2020-02-08,54.47
2020-02-09,53.27
2020-02-10,54.01
2020-02-11,55.79
2020-02-12,56.34
2020-02-13,57.32
2020-02-14,57.32
2020-02-15,57.32
2020-02-16,57.67
2020-02-17,57.75
2020-02-18,59.12
2020-02-19,59.31
2020-02-20,58.5
2020-02-21,58.5
2020-02-22,58.5
2020-02-23,56.3
2020-02-24,54.95
2020-02-25,53.43
2020-02-26,52.18
2020-02-27,50.52
2020-02-28,50.52
2020-02-29,50.52
2020-03-01,51.9
2020-03-02,51.86
2020-03-03,51.13
2020-03-04,49.99
2020-03-05,45.27
2020-03-06,45.27
2020-03-07,45.27
2020-03-08,34.36
2020-03-09,37.22
2020-03-10,35.79
2020-03-11,33.22
2020-03-12,33.85
2020-03-13,33.85
2020-03-14,33.85
2020-03-15,30.05
2020-03-16,28.73
2020-03-17,24.88
2020-03-18,28.47
2020-03-19,26.98
2020-03-20,26.98
2020-03-21,26.98
2020-03-22,27.03
2020-03-23,27.15
2020-03-24,27.39
2020-03-25,26.34
2020-03-26,24.93
2020-03-27,24.93
2020-03-28,24.93
2020-03-29,22.76
2020-03-30,22.74
2020-03-31,24.74
2020-04-01,29.94
2020-04-02,34.11
2020-04-03,34.11
2020-04-04,34.11
2020-04-05,33.05
2020-04-06,31.87
2020-04-07,32.84
2020-04-08,31.48
2020-04-09,31.48
2020-04-10,31.48
2020-04-11,31.48
2020-04-12,31.74
2020-04-13,29.6
2020-04-14,27.69
2020-04-15,27.82
2020-04-16,28.08
2020-04-17,28.08
2020-04-18,28.08
2020-04-19,25.57
2020-04-20,19.33
2020-04-21,20.37
2020-04-22,21.33
2020-04-23,21.44
2020-04-24,21.44
2020-04-25,21.44
2020-04-26,19.99
2020-04-27,20.46
2020-04-28,22.54
2020-04-29,25.27
2020-04-30,26.44
2020-05-01,26.44
2020-05-02,26.44
2020-05-03,27.2
2020-05-04,30.97
2020-05-05,29.72
2020-05-06,29.46
2020-05-07,30.97
2020-05-08,30.97
2020-05-09,30.97
2020-05-10,29.63
2020-05-11,29.98
2020-05-12,29.19
2020-05-13,31.13
2020-05-14,32.5
2020-05-15,32.5
2020-05-16,32.5
2020-05-17,34.81
2020-05-18,34.65
2020-05-19,35.75
2020-05-20,36.06
2020-05-21,35.13
2020-05-22,35.13
2020-05-23,35.13
2020-05-24,35.53
2020-05-25,36.17
2020-05-26,34.74
2020-05-27,35.29
2020-05-28,35.33
2020-05-29,35.33
2020-05-30,35.33
2020-05-31,38.32
2020-06-01,39.57
2020-06-02,39.79
2020-06-03,39.99
2020-06-04,42.3
2020-06-05,42.3
2020-06-06,42.3
2020-06-07,40.8
2020-06-08,41.18
2020-06-09,41.73
2020-06-10,38.55
2020-06-11,38.73
2020-06-12,38.73
2020-06-13,38.73
2020-06-14,39.72
2020-06-15,40.96
2020-06-16,40.71
2020-06-17,41.51
2020-06-18,42.19
2020-06-19,42.19
2020-06-20,42.19
2020-06-21,43.08
2020-06-22,42.63
2020-06-23,40.31
2020-06-24,41.05
2020-06-25,41.02
2020-06-26,41.02
2020-06-27,41.02
2020-06-28,41.71
2020-06-29,41.15
2020-06-30,42.03
2020-07-01,43.14
2020-07-02,42.8
2020-07-03,42.8
2020-07-04,42.8
2020-07-05,43.1
2020-07-06,43.08
2020-07-07,43.29
2020-07-08,42.35
2020-07-09,43.24
2020-07-10,43.24
2020-07-11,43.24
2020-07-12,42.72
2020-07-13,42.9
2020-07-14,43.79
2020-07-15,43.37
2020-07-16,43.14
2020-07-17,43.14
2020-07-18,43.14
2020-07-19,43.28
2020-07-20,44.32
2020-07-21,44.29
2020-07-22,43.31
2020-07-23,43.34
2020-07-24,43.34
2020-07-25,43.34
2020-07-26,43.41
2020-07-27,43.22
2020-07-28,43.75
2020-07-29,42.94
2020-07-30,43.3
2020-07-31,43.3
2020-08-01,43.3
2020-08-02,44.15
2020-08-03,44.43
2020-08-04,45.17
2020-08-05,45.09
2020-08-06,44.4
2020-08-07,44.4
2020-08-08,44.4
2020-08-09,44.99
2020-08-10,44.5
2020-08-11,45.43
2020-08-12,44.96
2020-08-13,44.8
2020-08-14,44.8
2020-08-15,44.8
2020-08-16,45.37
2020-08-17,45.46
2020-08-18,45.37
2020-08-19,44.9
2020-08-20,44.35
2020-08-21,44.35
2020-08-22,44.35
2020-08-23,45.13
2020-08-24,45.86
2020-08-25,45.64
2020-08-26,45.09
2020-08-27,45.05
2020-08-28,45.05
2020-08-29,45.05
2020-08-30,45.28
2020-08-31,45.58
2020-09-01,44.43
2020-09-02,44.07
2020-09-03,42.66
2020-09-04,42.66
2020-09-05,42.66
2020-09-06,42.01
2020-09-07,39.78
2020-09-08,40.79
2020-09-09,40.06
2020-09-10,39.83
2020-09-11,39.83
2020-09-12,39.83
2020-09-13,39.61
2020-09-14,40.53
2020-09-15,42.22
2020-09-16,43.3
2020-09-17,43.15
2020-09-18,43.15
2020-09-19,43.15
2020-09-20,41.44
2020-09-21,41.72
2020-09-22,41.77
2020-09-23,41.94
2020-09-24,41.92
2020-09-25,41.92
2020-09-26,41.92
2020-09-27,42.43
2020-09-28,41.03
2020-09-29,40.95
2020-09-30,40.93
2020-10-01,39.27
2020-10-02,39.27
2020-10-03,39.27
2020-10-04,41.29
2020-10-05,42.65
2020-10-06,41.99
2020-10-07,43.34
2020-10-08,42.85
2020-10-09,42.85
2020-10-10,42.85
2020-10-11,41.72
2020-10-12,42.45
2020-10-13,43.32
2020-10-14,43.16
2020-10-15,42.93
2020-10-16,42.93
2020-10-17,42.93
2020-10-18,42.62
2020-10-19,43.16
2020-10-20,41.73
2020-10-21,42.46
2020-10-22,41.77
2020-10-23,41.77
2020-10-24,41.77
2020-10-25,40.46
2020-10-26,41.2
2020-10-27,39.12
2020-10-28,37.65
2020-10-29,37.46
2020-10-30,37.46
2020-10-31,37.46
2020-11-01,38.97
2020-11-02,39.71
2020-11-03,41.23
2020-11-04,40.93
2020-11-05,39.45
2020-11-06,39.45
2020-11-07,39.45
2020-11-08,42.4
2020-11-09,43.61
2020-11-10,43.8
2020-11-11,43.53
2020-11-12,42.78
2020-11-13,42.78
2020-11-14,42.78
2020-11-15,43.82
2020-11-16,43.75
2020-11-17,44.34
2020-11-18,44.2
2020-11-19,44.96
2020-11-20,44.96
2020-11-21,44.96
2020-11-22,46.06
2020-11-23,47.86
2020-11-24,48.61
2020-11-25,47.8
2020-11-26,48.18
2020-11-27,48.18
2020-11-28,48.18
2020-11-29,47.59
2020-11-30,47.42
2020-12-01,48.25
2020-12-02,48.71
2020-12-03,49.25
2020-12-04,49.25
2020-12-05,49.25
2020-12-06,48.79
2020-12-07,48.84
2020-12-08,48.86
2020-12-09,50.25
2020-12-10,49.97
2020-12-11,49.97
2020-12-12,49.97
2020-12-13,50.29
2020-12-14,50.76
2020-12-15,51.08
2020-12-16,51.5
