일자,원/g_시가
2023-03-09,77100.0
2023-03-10,77850.0
2023-03-11,77850.0
2023-03-12,77850.0
2023-03-13,80160.0
2023-03-14,79970.0
2023-03-15,80280.0
2023-03-16,80540.0
2023-03-17,81080.0
2023-03-18,81080.0
2023-03-19,81080.0
2023-03-20,82880.0
2023-03-21,83330.0
2023-03-22,81930.0
2023-03-23,82720.0
2023-03-24,81880.0
2023-03-25,81880.0
2023-03-26,81880.0
2023-03-27,82200.0
2023-03-28,81930.0
2023-03-29,82380.0
2023-03-30,82240.0
2023-03-31,82670.0
2023-04-01,82670.0
2023-04-02,82670.0
2023-04-03,82080.0
2023-04-04,84030.0
2023-04-05,85600.0
2023-04-06,85140.0
2023-04-07,85150.0
2023-04-08,85150.0
2023-04-09,85150.0
2023-04-10,84890.0
2023-04-11,84530.0
2023-04-12,85190.0
2023-04-13,85960.0
2023-04-14,85950.0
2023-04-15,85950.0
2023-04-16,85950.0
2023-04-17,83640.0
2023-04-18,84080.0
2023-04-19,85020.0
2023-04-20,84980.0
2023-04-21,85200.0
2023-04-22,85200.0
2023-04-23,85200.0
2023-04-24,84750.0
2023-04-25,85490.0
2023-04-26,85670.0
2023-04-27,85560.0
2023-04-28,85500.0
2023-04-29,85500.0
2023-04-30,85500.0
2023-05-01,85500.0
2023-05-02,85270.0
2023-05-03,86980.0
2023-05-04,88370.0
2023-05-05,88370.0
2023-05-06,88370.0
2023-05-07,88370.0
2023-05-08,85790.0
2023-05-09,85860.0
2023-05-10,86720.0
2023-05-11,86530.0
2023-05-12,85980.0
2023-05-13,85980.0
2023-05-14,85980.0
2023-05-15,86260.0
2023-05-16,86630.0
2023-05-17,85630.0
2023-05-18,85260.0
2023-05-19,84010.0
2023-05-20,84010.0
2023-05-21,84010.0
2023-05-22,84500.0
2023-05-23,83490.0
2023-05-24,83390.0
2023-05-25,83000.0
2023-05-26,82770.0
2023-05-27,82770.0
2023-05-28,82770.0
2023-05-29,82770.0
2023-05-30,82700.0
2023-05-31,83470.0
2023-06-01,83900.0
2023-06-02,83970.0
2023-06-03,83970.0
2023-06-04,83970.0
2023-06-05,81810.0
2023-06-06,81810.0
2023-06-07,82590.0
2023-06-08,81410.0
2023-06-09,82390.0
2023-06-10,82390.0
2023-06-11,82390.0
2023-06-12,81410.0
2023-06-13,81190.0
2023-06-14,79440.0
2023-06-15,79930.0
2023-06-16,80640.0
2023-06-17,80640.0
2023-06-18,80640.0
2023-06-19,80210.0
2023-06-20,80420.0
2023-06-21,79770.0
2023-06-22,80330.0
2023-06-23,79700.0
2023-06-24,79700.0
2023-06-25,79700.0
2023-06-26,80710.0
2023-06-27,80740.0
2023-06-28,80060.0
2023-06-29,80280.0
2023-06-30,80850.0
2023-07-01,80850.0
2023-07-02,80850.0
2023-07-03,81270.0
2023-07-04,80790.0
2023-07-05,80590.0
2023-07-06,80040.0
2023-07-07,79970.0
2023-07-08,79970.0
2023-07-09,79970.0
2023-07-10,80740.0
2023-07-11,80880.0
2023-07-12,80410.0
2023-07-13,81110.0
2023-07-14,80330.0
2023-07-15,80330.0
2023-07-16,80330.0
2023-07-17,79440.0
2023-07-18,79630.0
2023-07-19,80150.0
2023-07-20,80450.0
2023-07-21,80500.0
2023-07-22,80500.0
2023-07-23,80500.0
2023-07-24,80950.0
2023-07-25,80410.0
2023-07-26,80600.0
2023-07-27,80840.0
2023-07-28,79960.0
2023-07-29,79960.0
2023-07-30,79960.0
2023-07-31,80430.0
2023-08-01,80540.0
2023-08-02,80600.0
2023-08-03,80830.0
2023-08-04,80830.0
2023-08-05,80830.0
2023-08-06,80830.0
2023-08-07,81600.0
2023-08-08,81350.0
2023-08-09,81440.0
2023-08-10,81090.0
2023-08-11,80920.0
2023-08-12,80920.0
2023-08-13,80920.0
2023-08-14,81540.0
2023-08-15,81540.0
2023-08-16,81360.0
2023-08-17,81370.0
2023-08-18,81560.0
2023-08-19,81560.0
2023-08-20,81560.0
2023-08-21,81560.0
2023-08-22,81530.0
2023-08-23,81500.0
2023-08-24,82590.0
2023-08-25,81480.0
2023-08-26,81480.0
2023-08-27,81480.0
2023-08-28,81620.0
2023-08-29,81760.0
2023-08-30,82290.0
2023-08-31,82720.0
2023-09-01,82440.0
2023-09-02,82440.0
2023-09-03,82440.0
2023-09-04,82250.0
2023-09-05,82240.0
2023-09-06,82430.0
2023-09-07,82030.0
2023-09-08,82440.0
2023-09-09,82440.0
2023-09-10,82440.0
2023-09-11,82250.0
2023-09-12,82250.0
2023-09-13,81670.0
2023-09-14,81640.0
2023-09-15,81420.0
2023-09-16,81420.0
2023-09-17,81420.0
2023-09-18,81970.0
2023-09-19,82350.0
2023-09-20,82500.0
2023-09-21,82550.0
2023-09-22,82740.0
2023-09-23,82740.0
2023-09-24,82740.0
2023-09-25,82750.0
2023-09-26,82350.0
2023-09-27,82440.0
2023-09-28,82440.0
2023-09-29,82440.0
2023-09-30,82440.0
2023-10-01,82440.0
2023-10-02,82440.0
2023-10-03,82440.0
2023-10-04,79160.0
2023-10-05,79950.0
2023-10-06,79130.0
2023-10-07,79130.0
2023-10-08,79130.0
2023-10-09,79130.0
2023-10-10,80790.0
2023-10-11,80720.0
2023-10-12,80720.0
2023-10-13,80520.0
2023-10-14,80520.0
2023-10-15,80520.0
2023-10-16,83460.0
2023-10-17,83570.0
2023-10-18,83740.0
2023-10-19,84630.0
2023-10-20,86180.0
2023-10-21,86180.0
2023-10-22,86180.0
2023-10-23,85920.0
2023-10-24,85900.0
2023-10-25,85130.0
2023-10-26,86010.0
2023-10-27,86790.0
2023-10-28,86790.0
2023-10-29,86790.0
2023-10-30,87320.0
2023-10-31,86640.0
2023-11-01,86170.0
2023-11-02,86620.0
2023-11-03,85710.0
2023-11-04,85710.0
2023-11-05,85710.0
2023-11-06,84560.0
2023-11-07,82500.0
2023-11-08,82780.0
2023-11-09,82200.0
2023-11-10,82510.0
2023-11-11,82510.0
2023-11-12,82510.0
2023-11-13,82160.0
2023-11-14,82940.0
2023-11-15,83870.0
2023-11-16,82000.0
2023-11-17,82630.0
2023-11-18,82630.0
2023-11-19,82630.0
2023-11-20,82480.0
2023-11-21,82240.0
2023-11-22,82870.0
2023-11-23,83250.0
2023-11-24,83170.0
2023-11-25,83170.0
2023-11-26,83170.0
2023-11-27,84060.0
2023-11-28,84430.0
2023-11-29,84990.0
2023-11-30,84780.0
2023-12-01,84590.0
2023-12-02,84590.0
2023-12-03,84590.0
2023-12-04,89070.0
2023-12-05,85130.0
2023-12-06,85100.0
2023-12-07,85550.0
2023-12-08,86390.0
2023-12-09,86390.0
2023-12-10,86390.0
2023-12-11,84310.0
2023-12-12,83940.0
2023-12-13,83700.0
2023-12-14,86070.0
2023-12-15,84910.0
2023-12-16,84910.0
2023-12-17,84910.0
2023-12-18,84100.0
2023-12-19,84510.0
2023-12-20,85740.0
2023-12-21,84870.0
2023-12-22,85980.0
2023-12-23,85980.0
2023-12-24,85980.0
2023-12-25,85980.0
2023-12-26,86100.0
2023-12-27,86010.0
2023-12-28,86490.0
2023-12-29,86490.0
2023-12-30,86490.0
2023-12-31,86490.0
